年号,月,ウ,日,グレゴリオ暦,地域,天変地異などの記事,原出典,掲載書誌
応徳04,3,0,18,10870429,京都,終日大雨、依大水、次日被参着云々、,中右記1,増補史料大成9
応徳04,4,0,7,10870517,改元,即位、,百錬抄5,新訂増補国史大系
寛治01,5,0,27,10870706,世間,早旦参殿、殿下以下予、被奏院云、世間病患間、有其聞、来廿七日、於大極殿、先一箇日被転読大般若経如何、…,為房卿記,大日本史料3-1
寛治01,6,0,28,10870805,京都,病者らに賑給、,朝野群載11,人権歴史年表
寛治01,7,0,16,10870822,京都,依炎旱、有丹生・貴布袮奉幣事、十七日…於神泉苑被掃霊池、…又於室生龍穴被行御読経、…十八日、…入夜暴雨、二十九日旱災猶不休、…,祈雨日記,続群書類従25下
寛治01,7,0,29,10870904,京都,旱炎猶不休、仍於神泉、被始祈雨御読経、,祈雨日記,日本凶荒史考
寛治01,7,0,29,10870904,京都,自今日三ケ日、於神泉苑、被行孔雀経御読経、依祈雨也、,本朝世紀21,新訂増補国史大系
寛治01,8,0,1,10870906,京都,被延神泉御読経、依雨沢不降也、,本朝世紀21,新訂増補国史大系
寛治01,8,0,7,10870912,京都,神泉祈雨御読経結願、,中右記1,増補史料大成9
寛治01,8,0,7,10870912,京都,神泉御読経終也、時々雷雨、非無御祈験歟、晩頭、民部卿経信参入、有軒廊御卜事、依炎旱也、,本朝世紀21,新訂増補国史大系
寛治01,8,0,9,10870914,京都,被立五社奉幣＜伊世・石清水・稲・大原野・祇＞、是依炎旱、被行御卜、成祟神社等也、,本朝世紀21,新訂増補国史大系
寛治01,8,0,10,10870915,京都,於神泉、修請雨経法、当日申刻并十三日雨降、,東寺王代記,続群書類従29下
寛治01,8,0,10,10870915,京都,自今日七ケ日、於神泉苑、被修請雨経…申剋以後大雨、,本朝世紀21,新訂増補国史大系
寛治01,8,0,11,10870916,京都,神泉祈雨御読経、先例不及七箇日、…,本朝世紀21,新訂増補国史大系
寛治01,8,0,29,10871004,京都,今日、於神泉苑、被行孔雀経御読経、為祈雨也、,本朝世紀21,新訂増補国史大系
寛治02,7,0,0,10880727,諸国,七月一点不雨…人民餓死無限、,立川寺年代記,日本の気象史料
寛治02,7,0,3,10880729,天下,問、日来天下旱魃、依何咎哉、,朝野群載,日本の気象史料
寛治02,7,0,9,10880804,越中,一点不雨、九日、脱雷電大鳴、大光物諸国飛舞、,立川寺年代記,続群書類従29下
寛治02,8,0,1,10880825,京都,去夜風雨、今朝雨灑、少遷雨止、…午後甚雨、,帥記,増補史料大成5
寛治03,4,0,25,10890612,常陸,鹿島大雪降、,年代記配合抄,内閣文庫
寛治03,5,0,8,10890624,京都,（標出：祈雨奉幣）神祇使被立云々、,後二条師通記上,大日本古記録
寛治03,5,0,8,10890624,京都,依祈雨有奉幣二社、去三四月間、時々雨下、凡寛治元・二共有炎旱憂、被止去年相撲等、而今年又有此憂也、,中右記1,増補史料大成9
寛治03,5,0,10,10890626,京都,夜暁雨下、依奉幣歟、,中右記1,増補史料大成9
寛治03,5,0,13,10890629,京都,最勝講始、早旦先有廿二社奉幣定、依祈雨也、今日、於神泉有御読経、,中右記1,増補史料大成9
寛治03,5,0,13,10890629,京都,於神泉、被行孔雀経御読経、,祈雨日記,続群書類従25下
寛治03,5,0,19,10890705,京都,有奉幣廿二社、於大極殿被立使、依祈雨也、申剋以後、天陰大雨、是神之助也、人々信也、,中右記1,増補史料大成9
寛治03,5,0,19,10890705,京都,依炎旱＜七月中旬以後不降＞、奉幣廿二社之後、暴雨滂沱、…,祈雨日記,続群書類従25下
寛治03,5,0,21,10890707,大和,於東大寺、有千僧御読経、…依祈雨也、,中右記1,増補史料大成9
寛治03,5,0,21,10890707,京都,為祈雨、定賢行孔雀経法、,東寺王代記,続群書類従29下
寛治03,7,0,0,10890815,京都,七月又炎旱、同人、於醍醐、行孔雀経法、又雨下云々、,東寺王代記,続群書類従29下
寛治04,5,0,6,10900612,京都,雨請事被行、,後二条師通記,大日本古記録
寛治04,5,0,6,10900612,京都,近日頗炎旱、仍今日、有祈雨奉幣也、,中右記1,増補史料大成9
寛治04,5,0,7,10900613,京都,今日雨降、神之助也、,中右記1,大日本史料3-1
寛治04,6,0,20,10900725,京都,東方発中風云々、小雨降云々、,後二条師通記,大日本史料3-1
寛治04,6,0,23,10900728,京都,天晴中風吹、世人為恠云々、,後二条師通記,大日本史料3-1
寛治04,9,0,25,10901026,京都,有非常赦、是依主上御厄年、并今年近日、疾疫発聞也、云々、,中右記1,増補史料大成9
寛治05,1,0,12,10910209,京都,大風、大極殿西廊二十三間顚倒、,扶桑略記30,大日本史料3-2
寛治05,1,0,12,10910209,京都,今日大雨、入夜大風、小屋等皆悉以破損、八省西廊顚倒云々、,中右記1,大日本史料3-2
寛治05,1,0,12,10910209,京都,大風、八省西廊顚倒、,百錬抄5-41,新訂増補国史大系
寛治05,6,0,29,10910724,京都,雨請、有三ケ日云々、,後二条師通記中,大日本古記録
寛治05,8,0,0,10910922,京都,大風、,合符.関白記,日本震災凶饉攷
寛治05,8,0,0,10910922,大和,金峯山鳴動例／…但寛治五年依風顚倒也、,金峯山鳴動例,大日本史料3-2
寛治05,8,0,10,10911001,大和,（8月17日条）申時大風俄令申礼堂（金峯山）被吹倒之由、,後二条師通記中,大日本史料3-2
寛治05,8,0,16,10911007,大和,（標出：大風により金峯山礼堂倒る）金山寺礼堂被吹風、已臥了之由所申也、,後二条師通記中,大日本古記録
寛治06,0,0,0,10920216,近畿,和泉・紀伊是歳旱魃、,後二条師通記中,大日本古記録
寛治06,0,0,0,10920216,越後,寺尾泊＜寺泊の古名也＞大津波にて、角田・古潟・砂山・飛島・榎島・蒲原島・松島・沼垂等、打崩し海となる、,新撰越後国年代記,新大プロジエクト研究資料叢刊Ⅳ
寛治06,8,0,3,10920913,伊勢,大風、諸国洪水、高潮之間、民烟田畠多以成海、百姓死亡不可称計、伊勢太神宮宝殿一宇并四面廊等皆為大風顚倒、,扶桑略記30,大日本史料3-2
寛治06,8,0,4,10920914,伊勢,大風、太神宮西宝殿・豊受宮東西宝殿等顚倒、,百錬抄5-41,新訂増補国史大系
寛治06,8,0,9,10920919,京都,雨止奉幣立、午刻日脚初見、,後二条師通記中,大日本史料3-2
寛治06,8,0,9,10920919,京都,今日、有止雨奉幣＜二社＞…七、八日天陰時々大雨、仍河辺人屋、多以流損之由、頗有其聞也、,中右記7（脱漏追加）,増補史料大成15
寛治06,8,0,13,10920923,伊勢,一日為大風、伊勢大神宮宝殿被吹倒也、国家大事也、,後二条師通記中,大日本古記録
寛治06,8,0,15,10920925,世間,霖雨之間、人民愁気無極、世間有其聞歟、東国旁溢、二千人許与魚［ ］云々、,後二条師通記中,大日本古記録
寛治06,9,0,1,10921010,京都,卯剋雨降、響東川、謝北辰、先是平張為大風被吹倒也、万人物笠吹放地上、早々帰宅、参高陽院、甚雨無極、坂東人民愁歎交深、亥時吹大風、雨脚無音、,後二条師通記中,大日本古記録
寛治07,0,0,0,10930205,諸国,痘瘡盛に行はれ、年をこえて止まず、,大日本史,日本震災凶饉攷
寛治07,3,0,29,10930503,京都,此春、頗有寒気、少暖日三月雨脚頻下、地震数度、,中右記7,大日本史料3-2
寛治07,8,0,18,10930917,京都,甚雨密降、雷鳴、晩頭雨宜、,後二条師通記中,大日本史料3-2
寛治07,8,0,18,10930917,京都,終日大雨、所々有人家流聞、天変所指洪火如指掌歟、博士親宗進天文奏、,中右記7,大日本史料3-2補
寛治07,8,0,18,10930917,京都,終日大雨洪水、古今無双、,扶桑略記30,新訂増補国史大系 
寛治07,9,0,11,10931009,京都,今日終日雨脚下、入夜大風、京中舎屋多以破損、,中右記7,大日本史料3-2補
寛治07,11,0,0,10931128,世間,（嘉保1.1.20条）従去十一・十二月、及此正月、世間有疱瘡聞、就中近日多夭命者云々、十七歳以下小児一人不残歟、雖老者免先度者、復遇此病云々、,中右記7,大日本史料3-3
寛治07,12,0,4,10931230,世間,近日世間有赤疱瘡聞、十余歳以下小児一人不残云々、,中右記7,大日本史料3-3
寛治08,0,0,0,10940125,諸国,諸国痘瘡流行、,皇年代記,日本震災凶饉攷
寛治08,1,0,0,10940125,諸国,台嶺之僧来談云、去十二月此正月比、山上頻雪下、積及四五尺、僧房頗損、下人多失命者、老僧等申云、七十余年後未有如此事云々、美乃・尾張・北陸道已及数丈者、…,中右記7,大日本史料3-3
寛治08,1,0,10,10940203,京都,是年来之飲水病云々、,中右記7,大日本史料3-3
寛治08,1,0,16,10940209,京都,陽明門院…崩、…赤疱瘡所害也、,扶桑略記30,新訂増補国史大系 
寛治08,1,0,20,10940213,世間,従去十一、十二、及此正月、世間有疱瘡聞、就中、近日多夭命者云々、十七歳以下小児、一人不残歟、雖老者、免先度者、復遇此病云々、,中右記1,増補史料大成9
寛治08,1,0,25,10940220,京都,従今日、於祇園宝前、有公家御祈仁王講＜僧三口＞大般若御読経＜六口＞、是疱瘡御祈也、,中右記1,大日本史料3-3
寛治08,1,0,30,10940223,京都,…藤敦基朝臣卒去、飲水之病云々、,中右記1,大日本史料3-3
寛治08,3,1,11,10940504,京都,従早旦、天陰雨下、此一月許、無雨脚下、天降甘雨、民成歓歟、,中右記1,増補史料大成9
寛治08,3,1,12,10940505,京都,有祈雨奉幣＜二社＞…,中右記1,増補史料大成9
寛治08,3,1,20,10940513,京都,従今、五十日間、神祇官人於本官祈申甘雨之事、已依有炎旱也、,中右記1,増補史料大成9
寛治08,3,1,23,10940516,京都,天陰雨下、神祇官所祈請、神験灼然也、,中右記1,増補史料大成9
寛治08,3,1,26,10940519,京都,是於本官七ケ日間祈請甘雨処、依雨脚頻下也、神験顕然者歟、,中右記1,大日本史料3-3
寛治08,3,1,26,10940519,京都,天陰雨下、入夜、召神祇官少副中臣輔弘、於殿上、口給録…、是於本官七ケ日間、祈請甘雨処、依雨脚頻下也、神験顕然者歟、,中右記1,増補史料大成9
寛治08,4,0,19,10940610,京都,終日大雨、民間成喜云々、,中右記1,増補史料大成9
寛治08,6,0,29,10940818,京都,従今日於神祇官、有祈雨御祈、,中右記1,大日本史料3-3
寛治08,7,0,1,10940820,京都,及暁大雨、,中右記1,大日本史料3-3
寛治08,7,0,7,10940826,京都,従明日五ケ日、於龍穴、仰法印大和尚位済尋、転読仁王経、可祈甘雨者、…,中右記1,増補史料大成9
寛治08,7,0,9,10940828,京都,申時以後、雨脚下、有神感歟、,中右記1,増補史料大成9
寛治08,7,0,26,10940914,京都,止雨奉幣＜二社＞、此十余日、大略連日甚雨、仍秋霖之愁間、有其聞也、,中右記1,増補史料大成9
寛治08,8,0,10,10940928,京都,大雨、近日数十日間、多以雨下、有秋霖愁云々、祭主親定参神祇官、祈申止雨之由云々、…,中右記1,増補史料大成9
寛治08,9,0,23,10941109,天下,又於祇園宝前被始大般若御読経、近日天下有疱瘡之聞故也、,中右記1,大日本史料3-3
嘉保01,12,0,15,10950129,改元,依疱瘡也、,百錬抄5-42,新訂増補国史大系
嘉保01,12,0,30,10950213,天下,去年冬、天下自疱瘡引及此春、又今年秋冬、赤疱瘡、可云凶年歟、仍已改元、,中右記1,増補史料大成9
嘉保02,5,0,25,10950705,京都,雨脚滂沱、久雨不下、民間有憂之由、風聞之比、已以大雨、誠是甘雨歟、,中右記1,増補史料大成9
嘉保02,6,0,20,10950730,京都,今日、有祈雨奉幣＜二社＞…又、蔵人仲正向神泉苑払清池、午後天陰雷鳴、雨頗下、神明之徴歟、,中右記1,増補史料大成9
嘉保02,6,0,24,10950803,京都,終日大雨大風、入夜頻大雨、奉幣之徴歟、,中右記1,増補史料大成9
永長01,12,0,15,10960119,改元,依疱瘡也、,皇年代私記,改定史籍集覧19
永長01,5,0,5,10960604,京都,雹降、大如梅、,如是院年代記,新校群書類従20
永長01,5,0,9,10960608,京都,大雹雨、大ナルハ柚許、小ハ橘許、,慶延記,大日本史料3-4
永長01,5,0,9,10960608,京都,午時、天有奇雲、暴風雷声、甚雨氷降、,後二条師通記下,大日本古記録
永長01,5,0,9,10960608,京都,未時許、天陰大雨、雷電雨之中、又雨雹、大如梅、落地暫不消、依為非常変、馳参内、…,中右記1,増補史料大成9
永長01,5,0,18,10960617,天下,江中納言有軒廊御卜、是一日之雹雨恠異者、官寮共、天下大疫者、,中右記1,増補史料大成9
永長01,6,0,7,10960705,京都,今日於陣被立奉幣使、…是従去月十日以後不雨、近日民戸頗有炎気旱憂云々、仍被立也、,中右記1,増補史料大成9
永長01,6,0,7,10960705,京都,祈雨奉幣、,中右記7（目録）,増補史料大成15
永長01,6,0,11,10960709,京都,遣神泉苑令払清池、…,中右記1,増補史料大成9
永長01,6,0,17,10960715,京都,［仰云］醍醐法眼僧覚請雨経法可行也、,後二条師通記下,大日本古記録
永長01,7,0,1,10960728,京都,就中、従去五月中旬、炎旱殊甚、時々雖有小雨、不及庭湿、仍祈雨御祈等、旁雖被勤修、甘雨不下、而今日天陰雨下、是雖仏法験力、又帝徳之所致歟、,中右記1,増補史料大成9
永長01,7,0,5,10960801,京都,件奉幣、日者有旱魃之憂、仍有軒廊御卜、六社相当成祟之方神、而相加丹生・貴布袮、為祈甘雨所被行也、但、宣命之中、炎旱之由、天下不閑之由、主上御慎之由、同被作載云々、…宣命被奏之間、天俄陰雨頗下、御祈霊験令然歟、,中右記1,増補史料大成9
永長01,7,0,9,10960805,京都,蔵人式部丞宗仲払神泉池、晩頭甘雨下、霊験歟、,中右記1,増補史料大成9
永長01,8,0,29,10960924,京都,今月、大略霖雨、多以天陰、,中右記1,増補史料大成9
永長01,9,0,3,10960927,京都,今夜、終夜大風大雨、,中右記1,増補史料大成9
永長01,9,0,30,10961024,天下,宮卜申、天下疾疫・兵革、寮占申、天下疾疫・兵革・公家御薬、,中右記1,増補史料大成9
永長01,9,0,30,10961024,天下,八、九月比、天下之人、有夭亡之聞、,中右記1,増補史料大成9
永長01,12,0,9,10970101,伊勢,［裏書］後聞、伊勢国阿乃津民戸地震之間、為大波浪多以被損云々、凡諸国有如此事、近代以来、地震未有如此例也、,中右記1,増補史料大成9
永長02,0,0,0,10970122,諸国,痘瘡流行、,年代記抄,日本震災凶饉攷
永長02,0,0,0,10970122,越中,大地震動、或面身悪瘡出来、或悩、人民多死、又洪水出、国土損事無限、,立川寺年代記,続群書類従29下
永長02,1,1,16,10970308,世間,凡今年正月之比、世間之人多有夭亡之聞、,中右記2,増補史料大成10
永長02,3,0,10,10970430,京都,昨日、一昨日、大雨之間、淀川浮橋、皆流損了、,中右記2,増補史料大成10
永長02,3,0,13,10970503,京都,就中、淀・桂川浮橋等、一日大雨之間、為大水、被推流由也、,中右記2,増補史料大成10
永長02,3,0,27,10970517,京都,桂川東、今初新小川出来、是昨日、一昨日、甚雨之間、河水漲来自成淵源也、,中右記2,増補史料大成10
永長02,7,0,16,10970831,京都,有祈雨奉幣…去六月頗以炎旱、仍有祈雨奉幣、,中右記2,大日本史料3-4
永長02,7,0,28,10970912,京都,又止雨奉幣被立云々…近日霖雨、民間有憂云々、,中右記2,増補史料大成10
永長02,8,0,0,10970915,近江,［官宣旨］近江国司訴申…得彼国司今月十七日解状称、…就中今年去八月大風、洪水之難殊甚、民戸絶烟、…,東大寺文書,平安遺文4-1388
永長02,8,0,4,10970918,諸国,京都及び諸国洪水、山岳崩壊太だ多し、,本朝年代記,日本震災凶饉攷
永長02,8,0,5,10970919,京都,朝間大雨、午後風大吹、京中雑舎多以顚倒、樹木皆折、左近府屋顚倒之間、府生季吉被雨打殺、又吉上一人被損、円乗寺顚倒、此外所々、舎屋多以破損、洪水大風、民戸成憂云々、,中右記2,増補史料大成10
永長02,8,0,5,10970919,京都,朝間大雨大風、左近府屋顚倒之間…,中右記7（目録）,増補史料大成15
永長02,8,0,15,10970929,京都,今日、放生会延引、去五日大風・洪水之間、彼八幡宿院辺、多有死人、就中、別当法印頼清新造堂、顚倒之間、下人多死、件穢気遍満寺家之故也、,中右記2,増補史料大成10
永長02,9,0,11,10971024,京都, 此四、五日、天陰雨下、秋霖之憂、民戸殊深、,中右記2,増補史料大成10
永長02,9,0,28,10971110,京都,庁事了後、渡南所、々々東屋已顚倒、是大風之所致也、…今秋大風以後、破壊無極、…,中右記2,増補史料大成10
承徳01,0,0,0,10980102,越後,川々大供（洪）水ニて、村々民家を流す、,新撰越後国年代記,新大プロジエクト研究資料叢刊Ⅳ
承徳01,11,0,21,10980102,改元,依天変・地震・洪水也、,皇代記,新校群書類従2
承徳01,12,0,12,10980123,京都,亥時許、頗以大風大雨、空有光燿、若是何徴哉、,中右記2,増補史料大成10
承徳02,2,0,27,10980407,天下,祈年穀奉幣也、…左小弁有信作宣命、当日早旦被奏草也、無辞別、但、去年秋頻逢風水、天下不登由、被作載云々、…,中右記2,増補史料大成10
承徳02,4,0,24,10980602,天下,被勘申諸社御読経日時＜明後日＞…以上、明後日可被行者、行事右中弁、是依天下疾疫之聞也、,中右記2,増補史料大成10
承徳02,4,0,25,10980603,天下,被勘申臨時奉幣日時＜来月二日＞、是依天下疾疫也、,中右記2,増補史料大成10
承徳02,5,0,2,10980609,天下,今日、有臨時廿二社奉幣云々、…近日天下頗有疾疫、仍所被行也、,中右記2,増補史料大成10
承徳02,5,0,10,10980617,京都,此十余日霖雨、河水泛溢也、,中右記2,増補史料大成10
承徳02,6,0,2,10980709,京都,従去月十九日、及今朝、霖雨、鴨河泛溢、押流河原人家等云々、,中右記2,増補史料大成10
承徳02,6,0,3,10980710,京都,今日、可被立止雨奉幣使也、…,中右記2,増補史料大成10
承徳02,6,0,3,10980710,京都,止雨奉幣使被立、,中右記7（目録）,増補史料大成15
承徳02,8,0,8,10980911,京都,大洪水、,神皇正統録,日本の気象史料
承徳02,8,0,13,10980916,京都,今日大雨、京中如何、,中右記2,増補史料大成10
承徳02,11,0,20,10981221,京都,此間、大以風雨、於前屋中奉幣、是雨儀也、…桂川弥以水出、以舟渡之、予車於河岸下打覆、是不覚之下人所為也、,中右記2,増補史料大成10
承徳03,0,0,0,10990130,京都,疫病行はる、,外記日記,日本震災凶饉攷
承徳03,2,0,0,10990301,京都,今月下旬以後、京中井水、皆以涸渇、旬日以来、無雨之所致也、,本朝世紀22,新訂増補国史大系
承徳03,2,0,24,10990324,世間,於大極殿、被行千僧御読経＜観音経＞依世間不静御祈也、,本朝世紀22,新訂増補国史大系
承徳03,3,0,0,10990331,京都,春、京師雨なく、井水皆涸れる、,外記日記,日本震災凶饉攷
承徳03,3,0,6,10990405,京都,祈雨二社被立奉幣使、神祇官人也、春間不降雨、仍被立奉幣使者、,後二条師通記下,大日本古記録
承徳03,3,0,6,10990405,京都,祈雨奉幣二社、…,中右記7（目録）,増補史料大成15
承徳03,3,0,6,10990405,京都,終日雖降雨、被立祈雨丹貴奉幣使、依兼日議也、,本朝世紀22,新訂増補国史大系
承徳03,3,0,27,10990426,京都,今夜、被原免軽犯囚左右九十人、依疾疫、旱災也、,本朝世紀22,大日本史料3-5
承徳03,4,0,28,10990427,世間,被定申諸社諸寺如説仁王会日時＜来月九日辛亥＞、依世間不静御祈也、,本朝世紀22,大日本史料3-5
承徳03,4,0,28,10990427,京都,陰雨降、世不静…亥刻許仁王講、於南殿百座可被行之僧名覧之、又於近国可致祈祷可下知者宣下已了、,後二条師通記下,大日本史料3-5
承徳03,5,0,6,10990603,世間,依世間不静、廿二社奉幣被立、,後二条師通記下,大日本古記録
承徳03,5,0,6,10990603,京都,被立廿二社奉幣使、被祈民間之疾病也、,本朝世紀22,新訂増補国史大系
承徳03,5,0,9,10990606,京都,為攘疾疫、於南殿被行百座仁王会、,本朝世紀22,新訂増補国史大系
承徳03,5,0,27,10990624,大和,於東大寺、被行千僧御読経＜観音経＞依疾疫也、,本朝世紀22,新訂増補国史大系
承徳03,6,0,9,10990705,世間,今夜主上渡御内侍所云々、依院御時例所被行也、依世間不静（疾疫の流行）之故也、,後二条師通記下,大日本史料3-5
承徳03,6,0,23,10990719,京都,自今日、三ケ日、於南殿被行大般若御読経＜六十口＞、依疾疫也、,本朝世紀22,新訂増補国史大系
承徳03,7,0,25,10990820,京都,被行非常赦令、天変地震疾疫等也＜触伊勢太神宮、住吉訴者、藤井範忠［  ］不免＞、,本朝世紀22,大日本史料3-5
承徳03,7,0,25,10990820,京都,左大臣参入、被行非常赦令、依天変、地震、疾疫等也、,本朝世紀22,新訂増補国史大系
承徳03,8,0,8,10990901,京都,自今日、於神泉苑、被始行孔雀経御読経、依祈雨也、,本朝世紀22,新訂増補国史大系
承徳03,8,0,14,10990907,京都,被立祈雨丹貴奉幣使、,本朝世紀22,新訂増補国史大系
承徳03,8,0,16,10990909,京都,神泉御読経結願也、,本朝世紀22,新訂増補国史大系
承徳03,8,0,21,10990914,京都,終日小雨、入夜大雨、自今日五ケ日、龍穴御読経也、,本朝世紀22,新訂増補国史大系
承徳03,8,0,25,10990918,改元,依天変・地震也、,皇年代略記,新校群書類従2
康和01,8,0,28,10990921,改元,依地震、疾病也、,百錬抄5,新訂増補国史大系
康和01,8,0,28,10990921,改元,依地震・疾疫也、,皇代記,新校群書類従2
康和02,6,0,0,11000716,越後,六月中旬、紅の雪ふる、,新撰越後国年代記,新大プロジエクト研究資料叢刊Ⅳ
康和02,8,0,25,11001007,京都,止雨奉幣、,中右記7（目録）,増補史料大成15
康和03,0,0,0,11010207,京都,霖雨、国土損耗多し、,年代記抄,日本震災凶饉攷
康和03,0,0,0,11010207,越中,又霖雨久降、国土損亡、,立川寺年代記,続群書類従29下
康和03,3,0,13,11010420,京都,氷雨＜去夜雷電＞、,中右記2,大日本史料3-6
康和03,6,0,19,11010723,京都,依祈雨奉幣二社、,殿暦1,大日本古記録
康和03,6,0,19,11010723,京都,祈雨奉幣＜二社＞、,中右記7（目録）,増補史料大成15
康和03,6,0,20,11010724,京都,午刻許陰、時々雨下、申刻許退出、其間発雷声、雨盛降、,殿暦1,大日本史料3-5
康和03,7,0,25,11010828,京都,今日俄料（祈）雨奉（幣脱カ）、,殿暦1,大日本古記録
康和03,7,0,29,11010901,京都,於東寺被修孔雀明王法云々、,殿暦1,大日本古記録
康和03,9,0,2,11011003,京都,今日止雨奉幣、,殿暦1,大日本古記録
康和03,9,0,2,11011003,京都,止雨奉幣＜二社＞、,中右記7（目録）,増補史料大成15
康和05,1,0,21,11030308,京都,丑時、日華門為風傾頽、,本朝世紀23,新訂増補国史大系
康和05,4,0,14,11030528,京都,未時雹降、大如梨子、,如是院年代記,日本の気象史料
康和05,4,0,21,11030604,京都,天晴、午剋許、天陰雨降、馬見間、雷電鳴、極大、,殿暦1,大日本史料3-7
康和05,4,0,21,11030604,京都,未時許大雷電、,中右記2,大日本史料3-7
康和05,5,0,23,11030706,京都,未時許天晴大雷電、,中右記2,大日本史料3-7
康和05,6,0,25,11030806,京都,有祈雨奉幣云々、…,中右記2,増補史料大成10
康和05,6,0,25,11030806,京都,被立祈雨丹貴奉幣使、,本朝世紀23,新訂増補国史大系
康和05,7,0,5,11030816,京都,雨降、炎旱之比、可謂甘沢、,本朝世紀23,新訂増補国史大系
康和05,8,0,0,11030911,京都,八～十一月、霖雨、,外記日記,日本震災凶饉攷
康和05,8,0,25,11031005,改元,依地震・疾疫也、,皇年代私記,改定史籍集覧19
康和05,8,0,29,11031009,京都,止雨奉幣、,中右記7（目録）,増補史料大成15
康和05,9,0,8,11031017,京都,今日甚雨（有止カ）奉幣、,殿暦1,大日本古記録
康和05,9,0,8,11031017,京都,止雨奉幣、,中右記7（目録）,増補史料大成15
康和05,9,0,13,11031022,京都,依霖雨、有軒廊御卜、,本朝世紀23,新訂増補国史大系
康和05,9,0,14,11031023,京都,雨甚降、参京極殿、次見水＜大炊御門末＞…樻川橋流了云々、,殿暦1,大日本古記録
康和05,9,0,15,11031024,世間,天陰、雨猶降、世間無術事歟、五畿内無術由有聞、仍一昨日有軒廊御卜、,殿暦1,大日本古記録
康和05,9,0,18,11031027,京都,今止雨奉幣俄被行也、,殿暦1,大日本古記録
康和05,9,0,18,11031027,京都,止雨奉幣、,中右記7（目録）,増補史料大成15
康和05,9,0,18,11031027,京都,被立止雨丹貴奉幣使、,本朝世紀23,新訂増補国史大系
康和05,9,0,30,11031108,京都,暁更、雷鳴雨降、立冬之後、尤為異而已、,本朝世紀23,新訂増補国史大系
康和05,11,0,7,11031214,京都,有七社奉幣、洪水之由御卜之所、告成祟神社也、…,中右記2,増補史料大成10
康和05,11,0,7,11031214,京都,七社奉幣＜依洪水事也＞、,中右記7（目録）,増補史料大成15
康和05,11,0,7,11031214,京都,被立五社奉幣使＜伊・平・稲・祇・北＞是去秋比、依霖雨、被行御卜、有祟之故也、,本朝世紀23,新訂増補国史大系
康和05,11,0,19,11031226,京都,依洪水、式日延引事、…,本朝世紀23,新訂増補国史大系
長治01,2,0,10,11040315,改元,依天変、大赦也,一代要記,古事類苑1
長治01,3,0,30,11040503,京都,此春有寒気、万木花遅開、又天雖陰雨難降、,中右記2,増補史料大成10
長治01,6,0,0,11040701,越後,六月、紅雪ふる、,新撰越後国年代記,新大プロジエクト研究資料叢刊Ⅳ
長治01,6,0,20,11040720,京都,今日祈雨奉幣、,殿暦1,大日本古記録
長治01,6,0,20,11040720,世間,有祈雨奉幣＜二社＞、…六月中雨不下、世間有炎旱憂歟、…,中右記2,増補史料大成10
長治01,6,0,21,11040721,京都,去比神泉院池被掃也、雖然雨不降、,殿暦1,大日本古記録
長治01,6,0,30,11040730,京都,従今日六ケ日、率廿口僧侶、為祈雨所被始行也、,中右記2,増補史料大成10
長治01,7,0,3,11040802,天下,暁甘雨下、頗雷電、去六月中、雨不下、天下有炎旱憂、仍従晦日、於神泉苑、以廿口禅侶、被転読孔雀経、而已甘雨降、仏法霊験令然、誠是随喜也、,中右記2,増補史料大成10
長治01,7,0,3,11040802,京都,神泉御読経験、甘雨下、,中右記7（目録）,増補史料大成15
長治01,7,0,6,11040805,京都,有廿二社奉幣云々、…是依被祈甘雨也、,中右記2,増補史料大成10
長治01,7,0,10,11040809,京都,今朝大雨、人民成喜歟、,中右記2,増補史料大成10
長治02,0,0,0,11050125,北陸,北陸道ニ紅ノ雪降、消モ紅也、,年代記配合抄,内閣文庫
長治02,0,0,0,11050125,天下,天下疫病行はる、,永昌記,日本震災凶饉攷
長治02,2,1,22,11050315,世間,世間不静（標出：疫病流行）、仍以僧六口大般若経を始、,殿暦2,大日本古記録
長治02,3,0,5,11050427,世間,今日、於東大寺、被行千僧御読経…＜観音経、世間不静御祈＞、,中右記3,大日本史料3-8
長治02,3,0,10,11050502,京都,夜前、洪水漲来、桂河無船、人々遅々、夜半事始、,中右記3,増補史料大成11
長治02,4,0,14,11050605,世間,従世間不静、仍相撲使被止了、,殿暦2,大日本史料3-8
長治02,4,0,23,11050614,世間,世間不静、仍以十口僧修仁王講、自今日限十箇日、百座也、入夜事了、,殿暦2,大日本史料3-8
長治02,4,0,23,11050614,天下,軒廊御卜、十二社御読経＜依天下疾疫也＞、,中右記7（目録）,増補史料大成15
長治02,4,0,24,11050615,天下,近日、天下不閑、路頭病人不可勝計、河原之辺、死人充満云々、,中右記3,増補史料大成11
長治02,5,0,0,11050621,京都,［堀河天皇宣旨案］…灌頂堂壱宇…就中去五月之比、霖雨頻降、四面築垣一歩不全、,東寺文書射,平安遺文4-1642
長治02,5,0,3,11050623,京都,去廿七日以後、雨脚滂沱、河水泛溢、毎日大雨、,中右記3,増補史料大成11
長治02,5,0,6,11050626,京都,近日連日大雨、京中深泥、道路多煩、,中右記3,増補史料大成11
長治02,5,0,8,11050628,京都,今日、時々天晴、従去廿七日、及今日、連日大雨、全無扶桑光、今得晴、,中右記3,増補史料大成11
